Product,Sub Product,Ads Cost,Ads FB MSG,Ads FB Salepage,Ads Tiktok Ads,Ads Tiktok Aff,Ads Shopify,Ads Shopee,Ads Lazada,Ads Website,Ads Instagram,Ads Line,Sale Total,Sale FB MSG,Sale FB Salepage,Sale Tiktok,Sale Tiktok Aff,Sale Shopee,Sale Lazada,Sale Shopify,Sale Line,Sale Instagram,Sale Website,% Ads,% Ads FB MSG,% Ads FB Salepage,% Ads Tiktok Ads,% Ads Tiktok Aff,% Ads Shopify,% Ads Shopee,% Ads Lazada,% Ads Website,% Ads Instagram,% Ads Line,วันที่
[หนังสือ] THE WITCHES' CLUB ชมรมลับเปลี่ยนชีวิต,[หนังสือ] BOXSET THE WITCHES' CLUB ชมรมลับเปลี่ยนชีวิต,0,0,0,0,0,0,0,0,0,0,0,4619,1497,0,0,1038,2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-24
[หนังสือ] MY LAST BOOK (A GENTLE GUIDE AND PREPARATION FOR LIFE’S FINAL CHAPTER),[หนังสือ] MY LAST BOOK (A GENTLE GUIDE AND PREPARATION FOR LIFE’S FINAL CHAPTER),0,0,0,0,0,0,0,0,0,0,0,399,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-24
[หนังสือ] GHOSTLY REMAINS ปลดพันธนาการดวงวิญญาณหลังความตาย,[หนังสือ] GHOSTLY REMAINS ปลดพันธนาการดวงวิญญาณหลังความตาย,1467.43,537.34,0,472.59,457.5,0,0,0,0,0,0,5163,390,0,299,988,3486,0,0,0,0,0,28.42,137.78,0,158.06,46.31,0,0,0,0,0,0,2026-02-24
[หนังสือ] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,[หนังสือ] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,5217.02,1325.1,0,1317.82,2184.75,289.35,100,0,0,0,0,14022,1929,0,2309,4727,5057,0,0,0,0,0,37.21,68.69,0,57.07,46.22,0,1.98,0,0,0,0,2026-02-24
[หนังสือ] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,*OPD [E-BOOK] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-24
[หนังสือ] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,*[E-BOOK] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-24
[หนังสือ] ความลับสู่เงินล้านที่โรงเรียนไม่เคยสอน (THE MILLIONAIRE'S TOP SECRET),[หนังสือ] ความลับสู่เงินล้านที่โรงเรียนไม่เคยสอน (THE MILLIONAIRE'S TOP SECRET),962.44,0,0,52.75,909.69,0,0,0,0,0,0,3684,658,0,1217,1809,0,0,0,0,0,0,26.12,0,0,4.33,50.29,0,0,0,0,0,0,2026-02-24
[หนังสือ] ความลับสู่เงินล้านที่โรงเรียนไม่เคยสอน (THE MILLIONAIRE'S TOP SECRET),*OPD [E-BOOK] ความลับสู่เงินล้านที่โรงเรียนไม่เคยสอน (THE MILLIONAIRE'S TOP SECRET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-24
[หนังสือ] THE WITCHES' CLUB ชมรมลับเปลี่ยนชีวิต,*[E-BOOK] THE WITCHES' CLUB ชมรมลับเปลี่ยนชีวิต,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-24
[หนังสือ] ฉันจะมีชีวิตที่ดี,[หนังสือ] ฉันจะมีชีวิตที่ดี,1031.08,349.77,0,80.11,601.2,0,0,0,0,0,0,1654,0,0,561,532,561,0,0,0,0,0,62.34,0,0,14.28,113.01,0,0,0,0,0,0,2026-02-25
[หนังสือ] ฉันจะมีชีวิตที่ดี,*OPD [E-BOOK] ฉันจะมีชีวิตที่ดี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] วันไหนที่ใจแข็งแรง ดอกไม้จะผลิบาน THE ENCHANTED GARDEN,[หนังสือ] วันไหนที่ใจแข็งแรง ดอกไม้จะผลิบาน THE ENCHANTED GARDEN,1018.71,0,0,103.58,915.13,0,0,0,0,0,0,2617,0,0,656,1676,285,0,0,0,0,0,38.93,0,0,15.79,54.6,0,0,0,0,0,0,2026-02-25
[หนังสือ] วันไหนที่ใจแข็งแรง ดอกไม้จะผลิบาน THE ENCHANTED GARDEN,*OPD [E-BOOK] วันไหนที่ใจแข็งแรง ดอกไม้จะผลิบาน THE ENCHANTED GARDEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] วันไหนที่ใจแข็งแรง ดอกไม้จะผลิบาน THE ENCHANTED GARDEN,[หนังสือ] สวนของหัวใจ BLOSSOMS OF THE SOUL’S GARDEN,0,0,0,0,0,0,0,0,0,0,0,621,0,0,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] ยินดีต้อนรับและขอบคุณที่กลับมา,[หนังสือ] ยินดีต้อนรับและขอบคุณที่กลับมา,401.12,0,0,326.01,75.11,0,0,0,0,0,0,1258,0,0,646,323,289,0,0,0,0,0,31.89,0,0,50.47,23.25,0,0,0,0,0,0,2026-02-25
[หนังสือ] ยินดีต้อนรับและขอบคุณที่กลับมา,*OPD [E-BOOK] ยินดีต้อนรับและขอบคุณที่กลับมา,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] ปีศาจตัวนั้น คือฉันเอง A GUIDE TO FIGHT THE DEMONS IN MY HEART,[หนังสือ] ปีศาจตัวนั้น คือฉันเอง A GUIDE TO FIGHT THE DEMONS IN MY HEART,7769.49,0,0,1527.95,6041.54,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] ปีศาจตัวนั้น คือฉันเอง A GUIDE TO FIGHT THE DEMONS IN MY HEART,*OPD [E-BOOK] ปีศาจตัวนั้น คือฉันเอง A GUIDE TO FIGHTING THE DEMONS IN MY HEART,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] ถ้าโลกมันแย่ ก็แค่คิดแบบคาปิบาร่า THINK LIKE A HAPPYBARA,[หนังสือ] BOXSET ถ้าโลกมันแย่ ก็แค่คิดแบบคาปิบาร่า THINK LIKE A HAPPYBARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] โอบกอดความไม่สมบูรณ์แบบของเธอ (EMBRACE YOUR FLAWS),[หนังสือ] โอบกอดความไม่สมบูรณ์แบบของเธอ (EMBRACE YOUR FLAWS),1208.87,0,0,59.34,1149.53,0,0,0,0,0,0,3910,0,0,530,2873,507,0,0,0,0,0,30.92,0,0,11.2,40.01,0,0,0,0,0,0,2026-02-25
[หนังสือ] ปีศาจตัวนั้น คือฉันเอง 2 A GUIDE TO OVERCOMING THE RETURN OF THE DEMONS,[หนังสือ] ปีศาจตัวนั้น คือฉันเอง 2 A GUIDE TO OVERCOMING THE RETURN OF THE DEMONS,3830.5,0,0,181.78,3548.71,0,100,0.01,0,0,0,12030,368,0,1425,8900,1337,0,0,0,0,0,31.84,0,0,12.76,39.87,0,7.48,0,0,0,0,2026-02-25
[หนังสือ] ปีศาจตัวนั้น คือฉันเอง 2 A GUIDE TO OVERCOMING THE RETURN OF THE DEMONS,*OPD [E-BOOK] ปีศาจตัวนั้น คือฉันเอง 2 A GUIDE TO OVERCOMING THE RETURN OF THE DEMONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] ปีศาจความรักมักเลือกฉันเป็นเหยื่อ HOW TO FIGHT THE LOVE DEMON IN MY HEART,[หนังสือ] ปีศาจความรักมักเลือกฉันเป็นเหยื่อ HOW TO FIGHT THE LOVE DEMON IN MY HEART,855.1,0,0,29.35,825.75,0,0,0,0,0,0,2315,0,0,339,1017,959,0,0,0,0,0,36.94,0,0,8.66,81.19,0,0,0,0,0,0,2026-02-25
[หนังสือ] ปีศาจความรักมักเลือกฉันเป็นเหยื่อ HOW TO FIGHT THE LOVE DEMON IN MY HEART,*OPD [E-BOOK] ปีศาจความรักมักเลือกฉันเป็นเหยื่อ HOW TO FIGHT THE LOVE DEMON IN MY HEART,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] ทุกความทรงจำคือของขวัญจากวันวาน,[หนังสือ] ทุกความทรงจำคือของขวัญจากวันวาน,0,0,0,0,0,0,0,0,0,0,0,1446,0,0,0,888,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] ทุกความทรงจำคือของขวัญจากวันวาน,*OPD [E-BOOK] ทุกความทรงจำคือของขวัญจากวันวาน,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] ถ้าโลกมันแย่ ก็แค่คิดแบบคาปิบาร่า THINK LIKE A HAPPYBARA,[หนังสือ] ถ้าโลกมันแย่ ก็แค่คิดแบบคาปิบาร่า THINK LIKE A HAPPYBARA,374.64,0,0,84.63,290.01,0,0,0,0,0,0,1385,0,0,351,683,351,0,0,0,0,0,27.05,0,0,24.11,42.46,0,0,0,0,0,0,2026-02-25
[หนังสือ] ถ้าโลกมันแย่ ก็แค่คิดแบบคาปิบาร่า THINK LIKE A HAPPYBARA,*OPD [E-BOOK] ถ้าโลกมันแย่ ก็แค่คิดแบบคาปิบาร่า THINK LIKE A HAPPYBARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] ปีศาจตัวนั้น คือฉันเอง A GUIDE TO FIGHT THE DEMONS IN MY HEART,*[E-BOOK] ปีศาจตัวนั้น คือฉันเอง A GUIDE TO FIGHTING THE DEMONS IN MY HEART,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] ปีศาจตัวนั้น คือฉันเอง A GUIDE TO FIGHT THE DEMONS IN MY HEART,[หนังสือ] ปีศาจตัวนั้น คือฉันเอง A GUIDE TO FIGHTING THE DEMONS IN MY HEART,0,0,0,0,0,0,0,0,0,0,0,29511,1001,0,3546,21499,3465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] โอบกอดความไม่สมบูรณ์แบบของเธอ (EMBRACE YOUR FLAWS),*OPD [E-BOOK] โอบกอดความไม่สมบูรณ์แบบของเธอ (EMBRACE YOUR FLAWS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] THE WITCHES' CLUB ชมรมลับเปลี่ยนชีวิต,*[E-BOOK] THE WITCHES' CLUB ชมรมลับเปลี่ยนชีวิต,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] ความลับสู่เงินล้านที่โรงเรียนไม่เคยสอน (THE MILLIONAIRE'S TOP SECRET),*OPD [E-BOOK] ความลับสู่เงินล้านที่โรงเรียนไม่เคยสอน (THE MILLIONAIRE'S TOP SECRET),0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] ขอใช้ชีวิตที่เหลือ เพื่อตัวเองนะ,[หนังสือ] ขอใช้ชีวิตที่เหลือ เพื่อตัวเองนะ,2692.69,692.2,0,212.63,1787.86,0,0,0,0,0,0,5427,987,0,296,4144,0,0,0,0,0,0,49.62,70.13,0,71.83,43.14,0,0,0,0,0,0,2026-02-25
[หนังสือ] ขอใช้ชีวิตที่เหลือ เพื่อตัวเองนะ,*OPD [E-BOOK] ขอใช้ชีวิตที่เหลือ เพื่อตัวเองนะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] กับดักความรู้สึกผิด,[หนังสือ] กับดักความรู้สึกผิด,13631.12,11823.43,0,863.96,344.41,399.78,199.54,0,0,0,0,34100.33,8652,0,1017,678,20911,766.33,999,0,1077,0,39.97,136.66,0,84.95,50.8,40.02,0.95,0,0,0,0,2026-02-25
[หนังสือ] กับดักความรู้สึกผิด,*OPD [E-BOOK] กับดักความรู้สึกผิด,0,0,0,0,0,0,0,0,0,0,0,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] กว่าจะคิดได้ ก็ไม่มีลมหายใจแล้ว (IT IS NEVER TOO LATE TO LOVE YOURSELF),[หนังสือ] กว่าจะคิดได้ ก็ไม่มีลมหายใจแล้ว (IT IS NEVER TOO LATE TO LOVE YOURSELF),0,0,0,0,0,0,0,0,0,0,0,379,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] กว่าจะคิดได้ ก็ไม่มีลมหายใจแล้ว (IT IS NEVER TOO LATE TO LOVE YOURSELF),*OPD [E-BOOK] กว่าจะคิดได้ ก็ไม่มีลมหายใจแล้ว (IT IS NEVER TOO LATE TO LOVE YOURSELF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] THE WITCHES' CLUB ชมรมลับเปลี่ยนชีวิต,[หนังสือ] THE WITCHES' CLUB ชมรมลับเปลี่ยนชีวิต,2023.68,679.46,0,330.35,832.07,0,181.8,0,0,0,0,644,0,0,0,0,644,0,0,0,0,0,314.24,0,0,0,0,0,28.23,0,0,0,0,2026-02-25
[หนังสือ] ความลับสู่เงินล้านที่โรงเรียนไม่เคยสอน (THE MILLIONAIRE'S TOP SECRET),[หนังสือ] ความลับสู่เงินล้านที่โรงเรียนไม่เคยสอน (THE MILLIONAIRE'S TOP SECRET),838.84,0,0,52.24,786.6,0,0,0,0,0,0,3416,0,0,296,2072,1048,0,0,0,0,0,24.56,0,0,17.65,37.96,0,0,0,0,0,0,2026-02-25
[หนังสือ] THE WITCHES' CLUB ชมรมลับเปลี่ยนชีวิต,[หนังสือ] BOXSET THE WITCHES' CLUB ชมรมลับเปลี่ยนชีวิต,0,0,0,0,0,0,0,0,0,0,0,2625,0,0,1038,529,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] GHOSTLY REMAINS ปลดพันธนาการดวงวิญญาณหลังความตาย,[หนังสือ] GHOSTLY REMAINS ปลดพันธนาการดวงวิญญาณหลังความตาย,1111.09,265.88,0,487.92,357.29,0,0,0,0,0,0,4063,1249,0,2034,0,780,0,0,0,0,0,27.35,21.29,0,23.99,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,[หนังสือ] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,4291.1,890.06,0,541.45,2508.22,251.37,100,0,0,0,0,9856,1449,0,3519,2812,1764,0,312,0,0,0,43.54,61.43,0,15.39,89.2,80.57,5.67,0,0,0,0,2026-02-25
[หนังสือ] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,*OPD [E-BOOK] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,0,0,0,0,0,0,0,0,0,0,0,179,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,*[E-BOOK] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,[หนังสือ] เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,158.51,158.51,0,0,0,0,0,0,0,0,0,708,390,0,0,0,318,0,0,0,0,0,22.39,40.64,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,*OPD [E-BOOK] เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,[หนังสือ] BOXSET เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] THE WITCHES' CLUB ชมรมลับเปลี่ยนชีวิต,*OPD [E-BOOK] THE WITCHES' CLUB ชมรมลับเปลี่ยนชีวิต,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-25
[หนังสือ] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,[หนังสือ] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,2542.06,598.51,0,558.75,1171.36,48.94,164.5,0,0,0,0,4908,645,0,2577,598,1088,0,0,0,0,0,51.79,92.79,0,21.68,195.88,0,15.12,0,0,0,0,2026-02-26
[หนังสือ] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,*OPD [E-BOOK] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-26
[หนังสือ] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,*[E-BOOK] GHOSTLY BREWS ยินดีบริการดวงวิญญาณหลังเที่ยงคืน,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-26
[หนังสือ] GHOSTLY REMAINS ปลดพันธนาการดวงวิญญาณหลังความตาย,[หนังสือ] GHOSTLY REMAINS ปลดพันธนาการดวงวิญญาณหลังความตาย,643.9,156.21,0,190.41,297.28,0,0,0,0,0,0,1703,682,0,379,0,642,0,0,0,0,0,37.81,22.9,0,50.24,0,0,0,0,0,0,0,2026-02-26
