creator,tiktok_video_id,date_posted,product,gross_revenue,sku_orders,cost,roi,video_title
ไม่ระบุ,7429282756426747137,2024-10-24,โซนพัฒนาตัวเอง เติมพลังชีวิต (หนังสือถ้าโลกมันแย่ก็แค่คิดแบบคาปิบาร่า + ปีศาจตัวนั้นคือฉันเอง + เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก),0.0,0,0.0,0.0,✨Payday นี้‼️  …พิเศษต้อนรับวันฮาโลวีน เทโปรแรง จนขนลุกซู่👻 #opendurianhowto  #หนังสือฮีลใจ  #สถานีฮีลใจ #หนังสือพัฒนาตัวเอง  #payday  #ฮาโลวีน  #halloween  #โปรด่วน #สิ้นเดือน  #TikTokShopช้อปกันวันเงินออก #ช้อปกันวันเงินออก
ไม่ระบุ,7429282756426747137,2024-10-24,โซนเติมพลัง พักผ่อนใจ (หนังสือ  ปีศาจตัวนั้น + ถ้าโลกมันแย่ ก็แค่คิดแบบคาปิบาร่า + วันไหนที่ใจแข็งแรง ดอกไม้จะผลิบาน),0.0,0,0.0,0.0,✨Payday นี้‼️  …พิเศษต้อนรับวันฮาโลวีน เทโปรแรง จนขนลุกซู่👻 #opendurianhowto  #หนังสือฮีลใจ  #สถานีฮีลใจ #หนังสือพัฒนาตัวเอง  #payday  #ฮาโลวีน  #halloween  #โปรด่วน #สิ้นเดือน  #TikTokShopช้อปกันวันเงินออก #ช้อปกันวันเงินออก
ไม่ระบุ,7429258092988075280,2024-10-24,หนังสือ ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ,0.0,0,0.0,0.0,✨Payday นี้‼️  …พิเศษต้อนรับวันฮาโลวีน เทโปรแรง จนขนลุกซู่👻 #opendurianhowto  #หนังสือฮีลใจ #สถานีฮีลใจ #หนังสือพัฒนาตัวเอง #payday #ฮาโลวีน  #halloween #โปรด่วน #สิ้นเดือน  #TikTokShopช้อปกันวันเงินออก #ช้อปกันวันเงินออก 
ไม่ระบุ,7429258092988075280,2024-10-24,หนังสือ กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว (It Is Never Too Late to Love Yourself),0.0,0,0.0,0.0,✨Payday นี้‼️  …พิเศษต้อนรับวันฮาโลวีน เทโปรแรง จนขนลุกซู่👻 #opendurianhowto  #หนังสือฮีลใจ #สถานีฮีลใจ #หนังสือพัฒนาตัวเอง #payday #ฮาโลวีน  #halloween #โปรด่วน #สิ้นเดือน  #TikTokShopช้อปกันวันเงินออก #ช้อปกันวันเงินออก 
ไม่ระบุ,7429258092988075280,2024-10-24,โอบกอดความไม่สมบูรณ์แบบของเธอ (Embrace Your Flaws),0.0,0,0.0,0.0,✨Payday นี้‼️  …พิเศษต้อนรับวันฮาโลวีน เทโปรแรง จนขนลุกซู่👻 #opendurianhowto  #หนังสือฮีลใจ #สถานีฮีลใจ #หนังสือพัฒนาตัวเอง #payday #ฮาโลวีน  #halloween #โปรด่วน #สิ้นเดือน  #TikTokShopช้อปกันวันเงินออก #ช้อปกันวันเงินออก 
ไม่ระบุ,7429258092988075280,2024-10-24,หนังสือ เมื่อโลกทั้งใบซ่อนอยู่ใต้หมวกกันน็อก (Helmet Girl),0.0,0,0.0,0.0,✨Payday นี้‼️  …พิเศษต้อนรับวันฮาโลวีน เทโปรแรง จนขนลุกซู่👻 #opendurianhowto  #หนังสือฮีลใจ #สถานีฮีลใจ #หนังสือพัฒนาตัวเอง #payday #ฮาโลวีน  #halloween #โปรด่วน #สิ้นเดือน  #TikTokShopช้อปกันวันเงินออก #ช้อปกันวันเงินออก 
ไม่ระบุ,7429258092988075280,2024-10-24,[พร้อมส่ง] หนังสือ ปีศาจความรัก มักเลือกฉันเป็นเหยื่อ [How to Fight the Love Demon in My Heart],0.0,0,0.0,0.0,✨Payday นี้‼️  …พิเศษต้อนรับวันฮาโลวีน เทโปรแรง จนขนลุกซู่👻 #opendurianhowto  #หนังสือฮีลใจ #สถานีฮีลใจ #หนังสือพัฒนาตัวเอง #payday #ฮาโลวีน  #halloween #โปรด่วน #สิ้นเดือน  #TikTokShopช้อปกันวันเงินออก #ช้อปกันวันเงินออก 
ไม่ระบุ,7429258092988075280,2024-10-24,[พร้อมส่ง] หนังสือถ้าโลกมันแย่ ก็แค่คิดแบบคาปิบาร่า (Think Like a Happybara),0.0,0,0.0,0.0,✨Payday นี้‼️  …พิเศษต้อนรับวันฮาโลวีน เทโปรแรง จนขนลุกซู่👻 #opendurianhowto  #หนังสือฮีลใจ #สถานีฮีลใจ #หนังสือพัฒนาตัวเอง #payday #ฮาโลวีน  #halloween #โปรด่วน #สิ้นเดือน  #TikTokShopช้อปกันวันเงินออก #ช้อปกันวันเงินออก 
ไม่ระบุ,7429258092988075280,2024-10-24,หนังสือวันไหนที่ใจแข็งแรง ดอกไม้จะผลิบาน (The Enchanted Garden),0.0,0,0.0,0.0,✨Payday นี้‼️  …พิเศษต้อนรับวันฮาโลวีน เทโปรแรง จนขนลุกซู่👻 #opendurianhowto  #หนังสือฮีลใจ #สถานีฮีลใจ #หนังสือพัฒนาตัวเอง #payday #ฮาโลวีน  #halloween #โปรด่วน #สิ้นเดือน  #TikTokShopช้อปกันวันเงินออก #ช้อปกันวันเงินออก 
ไม่ระบุ,7429258092988075280,2024-10-24,[พร้อมส่ง] หนังสือปีศาจตัวนั้น คือฉันเอง A Guide to Fighting the Demons in My Heart,0.0,0,0.0,0.0,✨Payday นี้‼️  …พิเศษต้อนรับวันฮาโลวีน เทโปรแรง จนขนลุกซู่👻 #opendurianhowto  #หนังสือฮีลใจ #สถานีฮีลใจ #หนังสือพัฒนาตัวเอง #payday #ฮาโลวีน  #halloween #โปรด่วน #สิ้นเดือน  #TikTokShopช้อปกันวันเงินออก #ช้อปกันวันเงินออก 
ไม่ระบุ,7429255923400559888,2024-10-24,Payday บุฟเฟ่ต์เหมาทั้งหมด,0.0,0,0.0,0.0,✨Payday นี้‼️  …พิเศษต้อนรับวันฮาโลวีน เทโปรแรง จนขนลุกซู่👻 #opendurianhowto #หนังสือฮีลใจ #สถานีฮีลใจ #หนังสือพัฒนาตัวเอง #payday #ฮาโลวีน #halloween #โปรด่วน #สิ้นเดือน #TikTokShopช้อปกันวันเงินออก #ช้อปกันวันเงินออก 
